Country Code,Country Name,Series Name,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
TON,Tonga,"Expected years of schooling, female",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.05167961,NA,NA,13.90190983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTO,Trinidad and Tobago,"Expected years of schooling, female",NA,11.0952301,10.98303032,11.02161026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.46609974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TUN,Tunisia,"Expected years of schooling, female",9.460659981,9.640370369,9.841540337,10.1356802,10.67481041,10.98176003,11.26451969,11.3692503,NA,12.52612019,12.96238995,13.28444004,13.46243954,13.73200989,NA,14.45818043,14.63632965,NA,14.84735966,14.85923004,14.9780798,15.09496975,NA,NA,NA,NA,15.77740955
TUR,Turkey,"Expected years of schooling, female",7.750919819,7.875760078,8.013620377,8.154060364,8.373040199,8.491490364,NA,8.599399567,NA,9.420330048,NA,10.33625031,10.6977396,10.83833981,10.88634968,11.03357983,11.44878006,11.72982979,11.79448032,12.3586998,13.20106983,13.73978996,13.91044998,15.9470396,16.46558952,16.81498909,NA
TKM,Turkmenistan,"Expected years of schooling, female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.53108025,NA,NA
TCA,Turks and Caicos Islands,"Expected years of schooling, female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TUV,Tuvalu,"Expected years of schooling, female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.59971046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UGA,Uganda,"Expected years of schooling, female",4.924270153,NA,4.404789925,NA,5.143700123,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.36190033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UKR,Ukraine,"Expected years of schooling, female",NA,NA,NA,NA,12.33973026,NA,NA,NA,NA,13.30305958,13.18918991,13.93836975,14.42607021,14.75104046,14.65583992,14.66606045,15.02521992,15.16534042,15.17455006,15.17177963,15.10657978,15.03335953,15.11950016,15.14393044,15.1943903,NA,NA
ARE,United Arab Emirates,"Expected years of schooling, female",10.79323006,11.20331001,11.07168007,11.04683971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.30531025
GBR,United Kingdom,"Expected years of schooling, female",13.70526028,14.01078987,14.35709,NA,NA,NA,NA,NA,15.69167042,16.0821991,16.37018967,16.43186951,16.44879913,16.53866959,17.03945923,17.14061928,16.60931015,16.37675095,16.44440079,16.57806969,16.78801918,16.17464066,16.12520981,18.23679924,18.36311913,17.90759087,NA
USA,United States,"Expected years of schooling, female",15.80825043,15.89054966,NA,16.39839935,16.43218994,16.50419998,16.41320038,NA,16.70705986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1937294,17.17577934,17.23513985,NA
UMC,Upper middle income,"Expected years of schooling, female",9.66906,9.69401,9.7345,9.71336,9.68869,9.8487,10.01087,10.12871,10.31295,10.57876,10.93915,11.08024,11.35824,11.58302,11.84794,12.11141,12.36161,12.66947,12.96964,13.1819,13.3492,13.52122,13.71684,14.0739,14.24068,14.41291,14.52724
URY,Uruguay,"Expected years of schooling, female",NA,NA,NA,NA,NA,NA,NA,NA,15.09045982,14.73291969,15.0093298,15.53579044,16.00947952,16.59435081,16.60375977,16.15312004,16.24395943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UZB,Uzbekistan,"Expected years of schooling, female",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.56974983,10.6301899,NA,NA,11.19668007,11.17181015,11.26035023,11.23398972,11.33813,11.19293976,11.2912302,11.31058979,11.2832098,11.44390011,11.45541,11.49812031,11.54598999,11.67634964
VUT,Vanuatu,"Expected years of schooling, female",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.405280113,10.12310982,NA,10.17216015,10.33460999,10.23993969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,"Venezuela, RB","Expected years of schooling, female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.88698006,NA,11.84784031,11.84031963,NA,NA,NA,NA,15.09871006,NA,NA,NA,NA,NA,NA,NA,NA
VNM,Vietnam,"Expected years of schooling, female",NA,NA,NA,NA,NA,NA,NA,NA,9.756039619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIR,Virgin Islands (U.S.),"Expected years of schooling, female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSE,West Bank and Gaza,"Expected years of schooling, female",NA,NA,NA,NA,NA,NA,10.02274036,10.47523975,NA,11.21364975,11.30904961,11.7620697,11.9688797,12.37485981,12.78507996,12.86271954,13.24569035,13.77875996,13.86793995,13.82839966,13.96201992,13.99263954,13.90552998,13.69410038,13.68733025,13.65954971,13.58401966
WLD,World,"Expected years of schooling, female",8.40022,8.4938,8.57508,8.65154,8.72487,8.81384,8.90165,9.03585,9.11261,9.22985,9.39677,9.48856,9.67762,10.00689,10.17767,10.39436,10.56834,10.79222,11.03391,11.17772,11.3932,11.60874,11.83461,12.07968,12.17163,12.25686,12.42236
YEM,"Yemen, Rep.","Expected years of schooling, female",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.741700172,NA,NA,NA,6.043290138,6.347549915,6.588950157,NA,NA,6.903530121,NA,7.198289871,7.556089878,NA,NA,NA,NA,NA
ZMB,Zambia,"Expected years of schooling, female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZWE,Zimbabwe,"Expected years of schooling, female",NA,NA,9.576740265,NA,NA,NA,NA,NA,NA,9.704710007,9.726719856,10.00352001,9.502759933,9.177220345,NA,NA,NA,NA,NA,NA,NA,NA,10.16355038,10.0712204,NA,NA,NA
AFG,Afghanistan,"Primary education, pupils (% female)",34.00202179,33.84170151,NA,24.52792931,31.67316055,32.02796936,NA,NA,NA,7.321909904,0,0,30.17938042,34.7649498,29.12639999,35.68695831,37.23035049,36.89484024,37.78308868,38.57130814,39.34104156,40.47591019,40.71588135,40.11072159,39.95767975,39.65454865,NA
ALB,Albania,"Primary education, pupils (% female)",48.07611084,48.20460129,48.54349136,49.18067932,48.26028061,47.93367004,48.00117111,48.06772995,48.0903511,48.1425705,48.26953888,48.57986069,47.81850052,48.10129166,48.21300125,48.04748154,48.11288071,48.0751915,47.85715103,47.60612106,47.56496048,47.42464828,47.22893143,47.14701843,47.31708908,47.11128998,47.24053955
DZA,Algeria,"Primary education, pupils (% female)",44.66128159,44.82984161,45.11590958,45.34537125,45.65301895,45.86800003,46.11561966,46.29578018,46.49119186,46.64601135,46.75741959,46.81502914,46.98284149,46.95957184,47.01848984,46.99787903,47.03593826,47.23641968,47.30873871,47.28702164,47.33514023,47.36534119,47.54499054,47.66130829,47.73204041,47.76412964,47.69203949
ASM,American Samoa,"Primary education, pupils (% female)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AND,Andorra,"Primary education, pupils (% female)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.4196701,47.17528152,47.06848145,46.85435104,47.43767166,47.21030045,47.19501114,47.56370163,48.15663147,47.7832489,47.02178955,47.12388992,47.10947037,47.23823166,47.03390121
AGO,Angola,"Primary education, pupils (% female)",48.02434921,48.02278137,46.477211,NA,NA,NA,NA,NA,45.57519913,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.12395859,45.84251022,44.73841095,38.91204834,NA,NA,NA,NA,NA
ATG,Antigua and Barbuda,"Primary education, pupils (% female)",NA,NA,49.1288414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.90655899,48.28749084,48.33274078,47.33427811,47.67388153,48.21582031,NA,48.12229919,48.53627014,NA
ARB,Arab World,"Primary education, pupils (% female)",44.01447,44.01955,44.30313,44.44559,44.48512,44.78668,44.00977,44.91009,45.13693,45.36604,45.60035,45.86956,46.08093,46.26339,46.37526,46.46515,46.49118,46.54878,46.70803,46.82559,46.91588,46.78719,47.08877,47.11932,47.21764,47.3475,47.30658
ARG,Argentina,"Primary education, pupils (% female)",49.09785843,49.09593964,NA,NA,NA,NA,48.94371033,49.21390152,48.97430038,49.24198914,49.08509827,49.09796143,49.08889008,49.05025864,48.97272873,48.92995071,48.9969101,49.05477905,49.01723099,48.99871826,48.79206848,48.8116684,48.80952835,48.89107132,49.04682922,49.06351089,NA
ARM,Armenia,"Primary education, pupils (% female)",NA,50.60575104,50.27598953,50.27582932,50.55134964,50.26832962,50.2836113,50.83079147,NA,51.50638962,49.0460701,49.17470932,48.73989105,48.50162125,48.34700012,48.19136047,47.81732178,47.21591187,46.74370956,46.82960129,46.81150055,46.64413834,46.66569901,46.75479126,46.81616974,46.89205933,46.78915024
ABW,Aruba,"Primary education, pupils (% female)",NA,NA,NA,NA,NA,NA,NA,NA,NA,48.85663986,48.60195923,48.64348984,48.24187088,47.98424149,47.88414001,48.34146118,48.80654144,48.58882904,48.53176117,48.64239883,48.90444183,48.36479187,49.6062088,48.39334869,48.16625977,NA,NA
AUS,Australia,"Primary education, pupils (% female)",48.5992012,48.60161972,48.63840103,48.64783859,48.6676712,48.64498901,48.65248108,48.64076996,48.65631104,48.67522812,48.63367081,48.63917923,48.60689163,48.62007904,48.61706924,48.59217834,48.60961914,48.59936142,48.61558151,48.59962082,48.59299088,48.59963989,48.56895065,48.5757103,48.55812836,48.60403824,48.64006042
AUT,Austria,"Primary education, pupils (% female)",48.70029068,48.73342133,48.64184952,48.64149094,48.5981102,48.50653839,48.54674911,48.50141907,48.49121094,48.47328949,48.44664001,48.46063995,48.45943832,48.55101013,48.73995972,48.67317963,48.51601028,48.43555832,48.3375206,48.47404861,48.42034912,48.50022888,48.56539917,48.5202713,48.62456131,48.51408005,48.54505157
AZE,Azerbaijan,"Primary education, pupils (% female)",NA,48.60578156,48.8227005,48.41556168,47.82894897,51.93556976,51.05487061,48.46710968,48.4888916,48.68247986,48.89078903,48.18841934,48.13829041,47.74451828,47.82102966,47.68112183,47.14305115,47.22877121,46.8651886,46.5066185,46.44202042,46.13016891,46.15639877,45.90044022,46.41516113,46.15745163,46.14237976
BHS,"Bahamas, The","Primary education, pupils (% female)",NA,NA,49.37976074,49.68009949,NA,49.27806854,50.17744064,49.46287918,49.40145111,48.73593903,NA,NA,49.51541901,NA,49.19046021,49.07421875,49.11333084,49.0517807,49.09999084,49.82934189,49.5570488,NA,NA,NA,NA,NA,50.17126083
BHR,Bahrain,"Primary education, pupils (% female)",49.3125,48.74993896,48.71503067,48.93611145,49.08597946,49.0066185,48.86936951,48.66485977,48.80633926,48.72087097,48.89860916,48.85211945,48.69166183,48.91007996,48.9360199,48.7172699,48.77788162,NA,NA,NA,NA,48.98643875,48.82543182,49.16952896,49.23704147,49.23535156,49.31492996
BGD,Bangladesh,"Primary education, pupils (% female)",44.77997971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.12348938,50.35432053,50.74235916,50.50598145,50.17338943,50.50598145,50.41812134,NA,50.05683899,NA,50.86428833,50.39786911
BRB,Barbados,"Primary education, pupils (% female)",49.03913879,NA,49.37363815,NA,NA,NA,NA,NA,NA,48.92707062,48.89888,49.12281036,49.2220192,48.9382019,48.90042877,49.21120071,48.69773865,49.26054001,49.02183914,49.04738998,49.15045166,48.64720917,NA,NA,48.87818146,48.74934006,49.0135498
BLR,Belarus,"Primary education, pupils (% female)",NA,NA,NA,48.98440933,48.77088165,48.09051895,47.95127106,47.72800064,47.71432877,48.32957077,48.36027145,48.35977936,48.26448059,48.29143906,47.78340912,47.75737,48.07117081,48.24076843,48.5189209,48.48968887,48.60897827,48.6222496,48.67956924,48.70541,48.71400833,48.64397812,48.64490128
BEL,Belgium,"Primary education, pupils (% female)",49.04726028,49.1634407,49.09046936,48.5302887,48.48720932,48.48410034,48.52193832,NA,NA,48.55414963,48.64036942,48.64818954,48.67235184,48.65766144,48.81042099,48.81475067,48.81209946,48.89891052,48.91617966,48.87377167,48.86418152,48.83311081,48.7711792,48.91923904,48.89757919,48.87070084,NA
BLZ,Belize,"Primary education, pupils (% female)",NA,48.31312943,48.28012085,48.19734955,48.19633102,48.31856918,48.22492981,48.31206131,NA,48.47441864,48.25400162,48.48162842,48.56628036,48.80582047,48.69784927,48.39691925,48.63777924,49.02116013,48.61521912,48.69939041,48.67615891,48.54949188,48.72866058,48.3518219,48.15113831,48.03733063,47.87992096
BEN,Benin,"Primary education, pupils (% female)",33.90879822,33.26633835,33.58425903,34.04515076,35.17504883,35.7660408,36.45391846,37.2345314,38.37562943,39.27864075,40.17721939,40.5587616,41.26073837,41.85300064,42.78876114,43.55401993,44.42033005,NA,45.52907944,46.0296402,46.46604156,46.55091095,46.89429855,47.10805893,47.34518051,47.49697113,NA
BMU,Bermuda,"Primary education, pupils (% female)",NA,NA,NA,NA,NA,49.32907867,NA,49.32857132,NA,NA,NA,49.64710999,50.26477051,50.11272812,50.72764969,50.42016983,51.02608109,NA,NA,NA,NA,48.65423965,48.29222107,48.42309952,48.34146118,48.63756943,NA
BTN,Bhutan,"Primary education, pupils (% female)",NA,36.97061157,42.25748825,42.63822937,43.14266968,43.4321785,43.97724915,44.6267395,45.14979172,45.66020966,46.12654877,46.75751877,47.21366882,47.94197845,48.61748886,48.72307968,48.92834091,49.0173912,49.50894928,49.73907089,49.8862915,49.6802597,49.69567871,49.55857849,49.64638901,49.54325867,49.38853836
BOL,Bolivia,"Primary education, pupils (% female)",47.6491394,47.73209,47.81983948,48.19041061,48.28263855,48.32017136,48.36938858,48.41579819,48.56716919,48.69342041,48.68766022,48.7248497,48.75595093,48.91312027,48.98154831,49.01425934,49.01107025,48.97737885,48.86452103,48.72476959,48.67998886,48.63204956,48.6333313,48.43019104,48.37052917,48.42264938,48.53316116
BIH,Bosnia and Herzegovina,"Primary education, pupils (% female)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.77313995,48.66835022,48.91130066,48.85919952,48.63383102,48.63101959,48.61439133,48.60548019,48.68872833,48.49900818
BWA,Botswana,"Primary education, pupils (% female)",51.60166931,51.38549042,51.10354996,50.65093994,50.41112137,50.09133148,49.94115067,49.88735962,49.62477112,49.72509003,49.67604828,49.63378143,49.4473114,49.45970917,49.26588058,49.29904175,49.10916138,48.94099045,48.94829941,48.75278091,NA,NA,48.98519897,48.82889938,48.71881104,NA,NA
BRA,Brazil,"Primary education, pupils (% female)",NA,NA,NA,NA,NA,NA,NA,NA,NA,47.73136139,47.6987114,47.75299072,47.7374115,47.71989822,47.70676041,47.59255981,NA,47.20861053,47.17787933,47.20053101,47.23664856,47.33327866,47.426651,47.76242828,47.88528061,48.06394958,NA
VGB,British Virgin Islands,"Primary education, pupils (% female)",46.5240593,47.09402084,47.19607162,NA,48.12149811,48.22856903,NA,NA,NA,48.96627045,49.76644135,49.65766144,48.95055008,47.87770081,48.19404984,48.24016953,48.34075165,48.81734848,NA,49.04092026,48.57857132,48.02421951,48.29330063,47.82609177,47.48244858,46.72423935,NA
BRN,Brunei Darussalam,"Primary education, pupils (% female)",NA,47.17848969,47.30783081,47.49599075,47.29359055,47.00740814,47.23152924,47.13367081,47.1291008,46.99848938,47.3782692,47.62514877,47.85660172,48.07318115,47.86124039,47.87664032,47.69343948,47.67467117,47.8891983,48.09873962,48.29809189,48.37662888,48.38724899,48.56497955,48.65134811,48.49121857,48.43962097
BGR,Bulgaria,"Primary education, pupils (% female)",48.19132996,48.09032059,48.01961899,48.08773041,48.57155991,48.34746933,48.20936966,48.19218063,48.15903854,48.13127899,48.11899948,48.08486938,48.21403885,48.23522186,48.28162003,48.3523407,48.28837967,48.33921051,48.50001144,48.55884933,48.47584152,48.40485001,48.29972839,48.29211044,48.34144974,48.30992126,48.33472824
BFA,Burkina Faso,"Primary education, pupils (% female)",37.98181152,38.39147949,38.73413849,38.81602097,38.96559143,39.10887909,39.20569992,NA,39.92536926,40.4311409,40.81827164,41.27890015,41.79195023,42.14562988,43.21754074,43.71276855,44.21276855,44.82551956,45.60240173,46.14896011,46.77201843,47.22774124,47.73823166,48.25085831,48.43325043,48.44773865,48.5631485
BDI,Burundi,"Primary education, pupils (% female)",44.58988953,45.62454987,44.96837997,44.98730087,NA,44.38574982,45.78615952,45.64844894,44.87667084,44.12862015,44.4239006,44.39635849,43.94968033,44.60042953,45.4292717,46.18526077,47.65087128,48.17929077,48.72710037,49.16093826,49.6700592,50.10443115,50.30234909,50.36854172,50.67554092,50.58145142,50.40496826
CPV,Cabo Verde,"Primary education, pupils (% female)",49.05181122,49.63412857,NA,NA,49.03995132,NA,NA,NA,48.89786911,48.73167038,49.01457977,48.99050903,48.94387054,48.65953827,48.60932159,48.55817032,48.57675934,48.32934189,48.19591141,47.89796829,47.94472122,47.92736816,47.7048111,47.81164932,47.7701683,47.93381882,47.90908813
KHM,Cambodia,"Primary education, pupils (% female)",NA,NA,NA,NA,44.83361053,44.39194107,NA,44.85184097,45.07603073,45.72121811,45.84560013,46.27289963,46.52233124,46.78279877,47.03350067,47.23994064,47.29639053,47.22080994,47.38734055,47.41394043,47.78670883,47.63874817,47.74581146,47.15295029,48.03556824,49.05369949,48.37189102
CMR,Cameroon,"Primary education, pupils (% female)",45.95450974,46.03421021,47.67945099,NA,47.10166931,47.1137619,45.91353989,46.25341034,45.11363983,44.86585999,45.74367905,46.15644836,45.93021011,45.69567871,45.78868866,45.24647903,45.24645996,45.88013077,45.87266922,46.05535126,46.00207138,46.16698074,46.35874939,NA,46.75854111,46.95594025,47.00527954
CAN,Canada,"Primary education, pupils (% female)",48.49893188,48.30160141,48.31322098,48.35354996,48.35425186,48.40505981,48.40504074,NA,48.76425934,48.8273201,48.82928085,NA,NA,NA,48.60713959,48.63143158,48.64479065,48.6615181,48.68862915,48.71976852,48.75545883,48.74629974,48.79841995,48.8194313,48.89091873,48.86872864,48.76605988
CSS,Caribbean small states,"Primary education, pupils (% female)",49.45351,49.33046,49.15661,48.9753,49.09398,49.06496,49.12532,49.13557,49.06831,49.09426,48.96568,48.87121,48.89375,48.82816,48.78615,48.69448,48.71985,48.75324,48.68146,48.63391,48.58363,48.69715,48.81431,48.50792,48.61742,49.3067,48.68144
CYM,Cayman Islands,"Primary education, pupils (% female)",NA,NA,NA,NA,NA,NA,NA,NA,NA,46.82761002,49.95632935,49.0279007,49.37133026,NA,48.52722168,48.39506149,48.04970169,48.21910095,47.85866928,NA,NA,50.31367874,50.03718948,49.69620132,NA,NA,NA
CAF,Central African Republic,"Primary education, pupils (% female)",38.79924011,39.4742012,40.06066132,NA,NA,NA,NA,NA,NA,NA,NA,40.91106033,40.4090004,41.01805115,40.18058014,41.07027054,41.04769135,41.37337112,41.65864944,41.79434967,41.87630081,42.37240982,42.96070099,NA,NA,NA,43.61322021
CEB,Central Europe and the Baltics,"Primary education, pupils (% female)",48.51059,48.54377,48.71547,48.51707,48.51997,48.57927,48.557,48.4195,48.35963,48.37606,48.43846,48.43901,48.44967,48.45769,48.48126,48.46745,48.47975,48.47366,48.42469,48.444,48.46409,48.495,48.5774,48.56694,48.57658,48.67597,48.7196
TCD,Chad,"Primary education, pupils (% female)",30.46334076,31.01062965,32.05213165,32.10239029,32.3223381,32.48096848,32.8996315,34.25186157,35.35295105,36.74261856,37.78744125,38.72208023,39.12741089,39.70473099,39.46981049,40.13370132,40.24940872,40.88965988,41.09397125,41.19105911,42.01652908,42.58750916,42.84656906,43.01192093,42.89009094,43.28836823,43.36259842
CHI,Channel Islands,"Primary education, pupils (% female)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHL,Chile,"Primary education, pupils (% female)",48.6684494,48.64493179,48.52413177,48.58985901,NA,NA,48.3898201,48.45122147,48.40756989,48.41611099,48.5080719,NA,48.50452042,48.47193146,47.93122864,47.96191025,47.95325851,47.83465958,47.76884079,47.85292816,48.36476898,48.28799057,48.29523087,48.31045151,48.32949066,48.3429184,48.3716011
CHN,China,"Primary education, pupils (% female)",45.88130951,46.20001984,46.48611069,46.59838867,46.82221985,47.06758881,47.29827118,47.4991684,47.62997818,NA,NA,47.60192871,47.34352875,47.19129944,NA,NA,46.78760147,46.63158035,46.46546173,46.3539505,46.23675156,46.18944168,46.19910812,46.33464813,46.33884048,46.31925964,46.33797836
COL,Colombia,"Primary education, pupils (% female)",52.59119034,49.5547905,50.42858124,49.6058197,48.89374161,48.86291885,48.94358826,NA,48.33892822,49.01095963,48.91315842,48.75917053,48.76026154,NA,48.6688118,48.48683167,48.61428833,48.77330017,48.83549118,48.86040878,48.50102997,48.07807922,48.09619904,48.2694397,48.09720993,48.11949158,48.20983124
COM,Comoros,"Primary education, pupils (% female)",40.77700043,41.60715866,45.32067108,46.12134171,44.63814926,NA,NA,NA,45.49853134,45.34177017,45.36238861,NA,44.33031845,44.33031845,46.16363144,NA,NA,46.48960114,47.10435104,NA,NA,44.9864502,NA,47.65446854,47.37707901,NA,NA
COD,"Congo, Dem. Rep.","Primary education, pupils (% female)",41.29817963,42.63031006,42.99694824,43.58185959,42.58086014,40.58480072,NA,NA,42.48815918,47.37604141,NA,NA,43.85660172,NA,NA,NA,NA,44.75870895,45.46107864,45.94860077,46.28126907,46.26184082,46.57255936,47.2243309,47.2828598,49.46434021,NA
COG,"Congo, Rep.","Primary education, pupils (% female)",48.0317688,47.47325897,48.09460068,47.98656082,47.98379135,45.73688126,48.08699036,47.00001144,46.99988937,48.76271057,47.77159119,48.24193954,48.29906082,48.17538834,48.1314888,47.91965103,47.24235153,47.98746109,47.97867966,47.9733696,48.32809067,48.28504944,51.50109863,NA,NA,NA,NA
CRI,Costa Rica,"Primary education, pupils (% female)",48.54056931,48.61846161,48.59366989,48.59967041,48.58866882,48.60887909,48.66960144,48.50067902,48.51530075,48.2743988,48.12689972,48.49720001,48.12918091,NA,48.30849838,48.25056076,48.34981155,48.3854599,48.42356873,48.37086868,48.37776947,48.42206955,48.47771835,48.53736115,48.63000107,48.70301819,48.9879303
CIV,Cote d'Ivoire,"Primary education, pupils (% female)",41.58721161,41.43659973,41.68381119,41.66540146,41.87905884,42.20949936,42.28242874,42.37971115,42.84994125,42.56528854,42.70600891,43.21548843,42.34246826,44.19990921,NA,NA,44.0843811,44.14096069,44.10145187,44.70040131,NA,45.32260132,45.68745041,46.13391876,46.36632919,46.71187973,47.13610077
HRV,Croatia,"Primary education, pupils (% female)",NA,NA,NA,48.71337891,48.6252594,48.67277145,48.62955856,48.60615921,48.62387085,48.51551056,48.54584122,48.54732132,48.58292007,48.63439941,NA,48.71773148,48.64131927,48.68872833,48.73337936,48.6451683,48.67304993,48.56029129,48.63547134,48.70129013,48.53842163,48.67050934,48.79613876
CUB,Cuba,"Primary education, pupils (% female)",47.76755142,48.05578995,48.48854065,48.59357834,48.67980957,48.68386841,47.9916687,47.91244125,47.76091003,47.8237114,47.7381897,47.74245071,47.75954056,47.74227905,47.6532402,47.76419067,47.9029808,47.92432022,48.04095078,48.09373093,48.09275055,48.08963013,48.14427948,48.20671844,47.32014847,47.11700058,NA
CUW,Curacao,"Primary education, pupils (% female)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.98674011,NA,NA,NA
CYP,Cyprus,"Primary education, pupils (% female)",48.27008057,48.2497406,48.08364868,48.21419907,48.33068848,48.34474182,48.1379509,48.40876007,NA,48.39683914,48.5019989,48.54565811,48.62438965,48.63365173,48.75022125,48.66687012,48.75397873,48.60084915,48.7526207,48.56277847,48.58044815,48.51115036,48.58675003,48.61751175,48.5723381,48.64709091,NA
CZE,Czech Republic,"Primary education, pupils (% female)",48.83848953,48.88936996,52.59555817,48.99858093,48.78261185,48.67367172,48.49161148,48.67980957,48.63478851,48.50368881,48.56082916,48.44358063,48.35329819,48.28258896,48.33728027,48.31444168,48.43841171,48.45598984,48.44845963,48.50440979,48.52716064,48.52618027,48.63755035,48.6838913,48.68149185,48.77199173,NA
DNK,Denmark,"Primary education, pupils (% female)",48.93333054,48.95626068,48.96459961,49.00030899,48.99990845,49.06787872,48.76324844,NA,48.69427872,48.65266037,48.63389969,48.67784882,48.71377182,NA,48.68582153,48.70262146,48.73770905,48.73770905,48.8655014,48.84045029,48.83473969,48.69894028,48.64767838,48.62171173,48.57749176,48.48250961,48.44305038
DJI,Djibouti,"Primary education, pupils (% female)",41.91790009,41.47164917,41.76416016,43.43717957,43.21768951,43.26462173,42.4343605,42.27830124,42.47253036,41.17401123,41.91563034,42.36883926,42.91418839,NA,43.75833893,44.58351898,44.41529083,45.78150177,46.51121902,46.73064041,NA,46.98812866,46.75846863,46.26152039,45.95687103,46.42039871,46.40919876
DMA,Dominica,"Primary education, pupils (% female)",48.82585144,49.08850098,48.75413132,49.43336868,49.55545044,49.62382126,NA,NA,NA,48.28960037,48.30984116,48.31145859,48.0243988,48.30783844,48.3387413,48.68127823,48.66471863,48.46696854,48.70354843,48.77901077,48.93093872,49.11526108,48.60020065,48.66896057,49.17478943,48.65295029,48.40911865
DOM,Dominican Republic,"Primary education, pupils (% female)",NA,NA,NA,NA,NA,NA,NA,NA,48.53052139,48.62142181,48.3819809,NA,49.36199951,49.36201096,47.84469986,47.8740387,47.86592865,47.51171112,47.42311096,45.4978981,45.98292923,46.62482834,46.62805176,46.74570084,46.71393967,46.84009933,47.13026047
EAR,Early-demographic dividend,"Primary education, pupils (% female)",44.17423,44.56647,44.7932,45.11731,45.21213,45.22458,45.22006,45.45317,45.49322,45.66686,45.73912,45.91822,46.12476,47.21787,47.26849,47.33789,47.44959,47.55307,47.88054,48.00711,48.10032,48.17639,48.1713,48.91396,48.8516,48.91459,49.307
EAS,East Asia & Pacific,"Primary education, pupils (% female)",46.88128,47.16843,47.37911,47.37857,47.52319,47.59365,47.69457,47.81415,47.79593,47.86784,47.88992,47.9121,47.75111,47.68042,47.60779,47.52255,47.4504,47.34208,47.32406,47.23146,47.3635,47.33822,47.21111,47.23122,47.19142,47.11435,47.10378
EAP,East Asia & Pacific (excluding high income),"Primary education, pupils (% female)",46.72099,47.03572,47.26711,47.27211,47.43564,47.51763,47.63302,47.77259,47.75812,47.83943,47.86845,47.89357,47.71999,47.64195,47.56261,47.46401,47.3792,47.25874,47.23666,47.13593,47.27859,47.25054,47.11426,47.13477,47.088,47.00442,46.9943
